 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 concentrated=0.542003 annoyed=0.302937
 concentrated=0.542003 annoyed=0.302937
 concentrated=0.542003 annoyed=0.302937
 concentrated=0.557302 annoyed=0.313517
 concentrated=0.580114 annoyed=0.31016
 concentrated=0.610602 annoyed=0.329757
