 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
 bored=0.75
